year,team,position,name,player_id,college
2012,NYJ,C,Caleb Schlauderaff,00-0028117,
2012,BLT,QB,Tyrod Taylor,00-0028118,Virginia Tech
2012,LV,TE,Richard Gordon,00-0028119,Miami (Fla.)
2012,JAX,RB,Jordan Todman,00-0028121,Connecticut
2012,ARZ,NT,David Carter,00-0028122,
2012,JAX,MLB,Greg Jones,00-0028123,
2012,GB,ILB,D.J. Smith,00-0028124,
2012,SEA,LB,Allen Bradford,00-0028125,Southern California
2012,DEN,OLB,Mike Mohamed,00-0028127,California
2012,CAR,FS,Colin Jones,00-0028128,Texas Christian
2012,PHI,C,Jason Kelce,00-0028129,Cincinnati
2012,ATL,P,Matt Bosher,00-0028130,Miami (Fla.)
2012,PHI,OLB,Brian Rolle,00-0028131,
2012,CHI,OLB,J.T. Thomas,00-0028133,West Virginia
2012,BUF,G,Keith Williams,00-0028134,
2012,NYG,SS,Tyler Sash,00-0028136,
2012,KC,NT,Jerrell Powe,00-0028137,
2012,LAC,T,Stephen Schilling,00-0028139,
2012,NYG,OLB,Jacquian Williams,00-0028140,
2012,CAR,G,Zack Williams,00-0028141,
2012,DEN,TE,Virgil Green,00-0028142,Nevada
2012,TB,DE,Lazarius Levingston,00-0028143,
2012,BUF,CB,Justin Rogers,00-0028144,Richmond
2012,NYJ,QB,Greg McElroy,00-0028146,
2012,SF,FB,Bruce Miller,00-0028149,Central Florida
2012,HST,T,Derek Newton,00-0028152,Arkansas State
2012,MIN,DE,D'Aundre Reed,00-0028153,
2012,WAS,T,Maurice Hurt,00-0028155,
2012,GB,TE,Ryan Taylor,00-0028156,
2012,NE,DB,Malcolm Williams,00-0028157,
2012,DET,RB,Shaun Chapas,00-0028158,
2012,NYG,RB,Da'Rel Scott,00-0028159,
2012,TB,CB,Anthony Gaitor,00-0028160,
2012,TB,OLB,Markus White,00-0028162,
2012,WAS,OLB,Markus White,00-0028162,
2012,BLT,RB,Anthony Allen,00-0028163,
2012,ATL,DE,Cliff Matthews,00-0028168,
2012,CAR,DT,Frank Kearse,00-0028169,
2012,PIT,RB,Baron Batch,00-0028170,
2012,IND,DE,Lawrence Guy,00-0028171,Arizona State
2012,LAC,ILB,Andrew Gachkar,00-0028172,Missouri
2012,MIA,FS,Jimmy Wilson,00-0028173,
2012,MIN,WR,Stephen Burton,00-0028174,
2012,BUF,LB,Greg Lloyd,00-0028175,
2012,IND,T,Mike Person,00-0028177,Montana State
2012,SEA,T,Mike Person,00-0028177,Montana State
2012,PHI,FB,Stanley Havili,00-0028178,
2012,LV,TE,David Ausberry,00-0028179,
2012,SEA,OLB,Malcolm Smith,00-0028180,Southern California
2012,CLV,FS,Eric Hagg,00-0028186,
2012,TEN,CB,Tommie Campbell,00-0028189,
2012,CHI,DE,Cheta Ozougwu,00-0028192,
2012,CHI,T,Cory Brandon,00-0028194,
2012,NO,G,Ricky Henry,00-0028196,
2012,MIN,RB,Matt Asiata,00-0028198,Utah
2012,LV,T,Willie Smith,00-0028201,
2012,KC,RB,Shaun Draughn,00-0028202,North Carolina
2012,IND,ILB,Mario Harvey,00-0028211,
2012,DEN,CB,Chris Harris,00-0028224,Kansas
2012,BUF,WR,Chris Hogan,00-0028237,"Monmouth, N.J."
2012,NYJ,TE,Konrad Reuland,00-0028238,
2012,SF,NT,Ian Williams,00-0028241,
2012,GB,WR,Jeremy Ross,00-0028249,California
2012,NE,LB,Jeff Tarpinian,00-0028251,
2012,MIA,T,Will Yeatman,00-0028253,
2012,DEN,NT,Sealver Siliga,00-0028256,Utah
2012,MIN,OLB,Larry Dean,00-0028260,
2012,DAL,WR,Andre Holmes,00-0028263,Hillsdale
2012,MIN,TE,Allen Reisner,00-0028267,Iowa
2012,JAX,TE,Allen Reisner,00-0028267,Iowa
2012,IND,TE,Weslye Saunders,00-0028270,
2012,SL,C,Tim Barnes,00-0028274,Missouri
2012,BLT,LB,Josh Bynes,00-0028278,Auburn
2012,BLT,DT,Bryan Hall,00-0028279,
2012,PIT,DB,Josh Victorian,00-0028286,
2012,BLT,WR,LaQuan Williams,00-0028288,
2012,NYJ,ILB,Nick Bellore,00-0028292,Central Michigan
2012,ATL,WR,D.J. Davis,00-0028307,
2012,CLV,LS,Christian Yount,00-0028309,
2012,LV,DE,Brandon Bair,00-0028311,Oregon
2012,NYJ,CB,Darrin Walls,00-0028334,
2012,CHI,TE,Kyle Adams,00-0028337,
2012,IND,WR,Kris Adams,00-0028338,
2012,WAS,OLB,Mario Addison,00-0028339,Troy
2012,IND,OLB,Mario Addison,00-0028339,Troy
2012,CAR,DE,Mario Addison,00-0028339,Troy
2012,CHI,MLB,Dom DeCicco,00-0028344,
2012,IND,RB,Robert Hughes,00-0028345,
2012,GB,DT,Jordan Miller,00-0028349,
2012,CIN,WR,Dane Sanzenbacher,00-0028352,
2012,CHI,WR,Dane Sanzenbacher,00-0028352,
2012,CHI,FS,Anthony Walters,00-0028357,
2012,MIN,QB,McLeod Bethel-Thompson,00-0028359,
2012,TEN,WR,Michael Preston,00-0028362,
2012,NYG,OLB,Spencer Paysinger,00-0028368,Oregon
2012,LAC,LS,Kyle Nelson,00-0028374,New Mexico State
2012,NYJ,RB,John Griffin,00-0028377,
2012,MIA,DB,Julian Posey,00-0028381,
2012,SL,LS,Jake McQuaide,00-0028394,Ohio State
2012,CIN,WR,Armon Binns,00-0028400,
2012,MIA,WR,Armon Binns,00-0028400,
2012,JAX,T,Cameron Bradfield,00-0028401,
2012,ATL,TE,Tommy Gallarda,00-0028406,
2012,GB,RB,DuJuan Harris,00-0028409,Troy
2012,BUF,DB,T.J. Heath,00-0028410,
2012,MIA,TE,Kyle Miller,00-0028415,Mount Union
2012,IND,TE,Kyle Miller,00-0028415,Mount Union
2012,JAX,RB,Richard Murphy,00-0028416,
2012,KC,WR,Jamar Newsome,00-0028417,
2012,JAX,CB,Kevin Rutland,00-0028420,
2012,PHI,DT,Cedric Thornton,00-0028424,Southern Arkansas
2012,PHI,P,Chas Henry,00-0028427,
2012,SEA,WR,Doug Baldwin,00-0028434,Stanford
2012,SEA,SS,Jeron Johnson,00-0028441,Boise State
2012,SEA,OLB,Michael Morgan,00-0028443,USC
2012,SEA,DB,Ron Parker,00-0028445,Newberry
2012,CAR,DB,Ron Parker,00-0028445,Newberry
2012,DAL,DB,Vince Agnew,00-0028450,
2012,MIA,QB,Pat Devlin,00-0028453,Delaware
2012,MIA,OLB,Jonathan Freeny,00-0028454,Rutgers
2012,SF,TE,Demarcus Dobbs,00-0028479,Georgia
2012,LV,DB,Cory Nelms,00-0028480,
2012,BUF,SS,Mana Silva,00-0028488,
2012,DAL,SS,Mana Silva,00-0028488,
2012,NYG,FB,Henry Hynoski,00-0028492,
2012,PHI,SS,David Sims,00-0028493,
2012,NE,LS,Danny Aiken,00-0028496,Virginia
2012,NE,WR,Kamar Aiken,00-0028497,Central Florida
2012,NO,TE,Mike Higgins,00-0028522,
2012,NO,WR,Joe Morgan,00-0028532,Walsh
2012,HST,ILB,Mister Alexander,00-0028533,
2012,HST,OLB,Bryan Braman,00-0028536,West Texas A&M
2012,HST,WR,Lestar Jean,00-0028542,
2012,DAL,TE,Colin Cochart,00-0028550,
2012,NO,FS,Isa Abdul-Quddus,00-0028564,Fordham
2012,CHI,RB,Armando Allen,00-0028565,
2012,LAC,C,Colin Baxter,00-0028573,
2012,LAC,LB,Bront Bird,00-0028575,
2012,KC,RB,Patrick DiMarco,00-0028581,South Carolina
2012,LAC,DE,Damik Scafe,00-0028586,
2012,SF,QB,Scott Tolzien,00-0028595,Wisconsin
2012,GB,SS,M.D. Jennings,00-0028598,
2012,GB,ILB,Jamari Lattimore,00-0028600,
2012,LV,CB,Brandian Ross,00-0028601,
2012,GB,CB,Brandian Ross,00-0028601,
2012,GB,RB,Brandon Saine,00-0028602,
2012,GB,OLB,Vic So'oto,00-0028605,
2012,WAS,OLB,Vic So'oto,00-0028605,
2012,LV,OLB,Vic So'oto,00-0028605,
2012,ARZ,WR,Kerry Taylor,00-0028606,
2012,DAL,RB,Phillip Tanner,00-0028613,
2012,DAL,OLB,Alex Albright,00-0028614,
2012,NYG,MLB,Mark Herzlich,00-0028620,Boston College
2012,DET,DB,Ricardo Silva,00-0028631,
2012,TEN,RB,Darren Evans,00-0028645,
2012,TB,WR,David Gilreath,00-0028646,
2012,PIT,WR,David Gilreath,00-0028646,
2012,IND,FS,Joe Lefeged,00-0028650,
2012,SL,TE,Mike McNeill,00-0028651,
2012,PHI,OLB,Adrian Moten,00-0028653,
2012,CLV,OLB,Adrian Moten,00-0028653,
2012,DAL,K,Dan Bailey,00-0028660,Oklahoma State
2012,DAL,CB,Mario Butler,00-0028662,
2012,DAL,P,Chris Jones,00-0028664,Carson-Newman
2012,DAL,C,Kevin Kowalski,00-0028665,
2012,DAL,LB,Orie Lemon,00-0028666,Oklahoma State
2012,TB,DB,LeQuan Lewis,00-0028678,
2012,DAL,DB,LeQuan Lewis,00-0028678,
2012,CLV,G,Jarrod Shaw,00-0028690,
2012,CAR,CB,James Dockery,00-0028694,
2012,CAR,RB,Armond Smith,00-0028706,
2012,ARZ,NT,Ricky Lumpkin,00-0028722,
2012,ARZ,RB,William Powell,00-0028736,
2012,CAR,T,Byron Bell,00-0028738,New Mexico
2012,CAR,OLB,Thomas Keiser,00-0028742,
2012,NE,CB,Sterling Moore,00-0028767,Southern Methodist
2012,DAL,CB,Sterling Moore,00-0028767,Southern Methodist
2012,WAS,K,Kai Forbath,00-0028787,UCLA
2012,ATL,WR,Kevin Cone,00-0028792,
2012,TEN,DB,Tracy Wilson,00-0028824,
2012,LV,QB,Terrelle Pryor,00-0028825,Ohio State
2012,CLV,OLB,Craig Robertson,00-0028834,North Texas
2012,PIT,LB,Marshall McFadden,00-0028835,
2012,SF,LB,Michael Wilhoite,00-0028836,Washburn
2012,PIT,FB,Will Johnson,00-0028841,West Virginia
2012,NYJ,TE,Hayden Smith,00-0028842,
2012,ATL,LS,Josh Harris,00-0028845,Auburn
2012,NO,T,Bryce Harris,00-0028862,Fresno State
2012,ATL,QB,Dominique Davis,00-0028863,
2012,ATL,G,Phillipkeith Manley,00-0028866,
2012,SL,CB,Quinton Pointer,00-0028870,
2012,SL,SS,Matt Daniels,00-0028871,Duke
2012,SL,P,Johnny Hekker,00-0028872,Oregon State
2012,TB,DE,Matthew Masifilo,00-0028875,
2012,TEN,RB,Collin Mooney,00-0028876,
2012,SL,DT,Matt Conrath,00-0028878,Virginia
2012,IND,FS,Delano Howell,00-0028895,
2012,BUF,FS,Delano Howell,00-0028895,
2012,BUF,P,Shawn Powell,00-0028897,
2012,SL,FS,Rodney McLeod,00-0028899,Virginia
2012,SF,TE,Garrett Celek,00-0028903,Michigan State
2012,TB,WR,Chris Owusu,00-0028905,Stanford
2012,IND,WR,Nathan Palmer,00-0028906,
2012,CIN,MLB,Vontaze Burfict,00-0028912,Arizona State
2012,CLV,FS,Tashaun Gipson,00-0028924,Wyoming
2012,CLV,WR,Josh Cooper,00-0028930,
2012,CLV,MLB,L.J. Fort,00-0028932,Northern Iowa
2012,CHI,LB,Jerry Franklin,00-0028941,Arkansas
2012,DEN,DB,Duke Ihenacho,00-0028942,San Jose State
2012,DEN,MLB,Steven Johnson,00-0028943,Kansas
2012,DEN,LS,Aaron Brewer,00-0028946,San Diego State
2012,PIT,P,Drew Butler,00-0028952,
2012,PIT,SS,Robert Golden,00-0028954,Arizona
2012,SL,QB,Austin Davis,00-0028957,Southern Mississippi
2012,SL,TE,Cory Harkey,00-0028958,UCLA
2012,TEN,TE,Brandon Barden,00-0028961,
2012,PIT,OLB,Adrian Robinson,00-0028978,
2012,SF,RB,Jewel Hampton,00-0028980,
2012,HST,DT,David Hunter,00-0028985,
2012,IND,TE,Dominique Jones,00-0028994,Shepherd
2012,NYJ,WR,Stephen Hill,00-0028995,
2012,WAS,CB,Richard Crawford,00-0028996,
2012,WAS,SS,Jordan Bernstine,00-0028997,
2012,DAL,WR,Cole Beasley,00-0029000,Southern Methodist
2012,DAL,RB,Lance Dunbar,00-0029004,North Texas
2012,ATL,G,Harland Gunn,00-0029005,
2012,NO,WR,Saalim Hakim,00-0029006,Palomar Coll. CA (J.C.)
2012,BLT,LB,Adrian Hamilton,00-0029007,
2012,DAL,G,Ronald Leary,00-0029010,Memphis
2012,KC,G,Hayworth Hicks,00-0029035,
2012,NYJ,G,Hayworth Hicks,00-0029035,
2012,CAR,G,Hayworth Hicks,00-0029035,
2012,NYJ,LB,Marcus Dowtin,00-0029038,
2012,NYJ,DB,Donnie Fletcher,00-0029039,
2012,NYJ,NT,Damon Harrison,00-0029040,William Penn
2012,JAX,SS,Antwon Blake,00-0029050,Texas-El Paso
2012,GB,WR,Jarrett Boykin,00-0029051,
2012,JAX,C,Michael Brewster,00-0029052,
2012,JAX,DE,Ryan Davis,00-0029053,Bethune-Cookman
2012,JAX,WR,Kevin Elliott,00-0029055,
2012,BUF,WR,Kevin Elliott,00-0029055,
2012,JAX,OLB,Julian Stanford,00-0029061,Wagner
2012,CLV,CB,Johnson Bademosi,00-0029065,Stanford
2012,CIN,C,Trevor Robinson,00-0029066,
2012,JAX,G,Austin Pasztor,00-0029076,Virginia
2012,DAL,T,Darrion Weems,00-0029080,
2012,TB,CB,Leonard Johnson,00-0029087,Iowa State
2012,IND,T,Bradley Sowell,00-0029091,Mississippi
2012,HST,LB,Cameron Collins,00-0029101,
2012,MIA,G,Josh Samuda,00-0029110,
2012,MIA,DE,Derrick Shelby,00-0029111,Utah
2012,LV,LB,Kaelin Burnett,00-0029118,
2012,LV,G,Lucas Nix,00-0029127,
2012,LV,WR,Rod Streater,00-0029129,Temple
2012,GB,OLB,Dezman Moses,00-0029130,
2012,TEN,LS,Beau Brinkley,00-0029134,Missouri
2012,CHI,WR,Alshon Jeffery,00-0029137,South Carolina
2012,PIT,NT,Alameda Ta'amu,00-0029138,
2012,WAS,G,Adam Gettis,00-0029139,Iowa
2012,PIT,RB,Chris Rainey,00-0029140,
2012,WAS,RB,Alfred Morris,00-0029141,Florida Atlantic
2012,SEA,SS,Winston Guy,00-0029142,
2012,NYJ,SS,Josh Bush,00-0029143,Wake Forest
2012,WAS,T,Tom Compton,00-0029144,South Dakota
2012,TB,RB,Michael Smith,00-0029145,
2012,SEA,G,J.R. Sweezy,00-0029146,North Carolina State
2012,SL,OLB,Sammy Brown,00-0029148,
2012,MIA,OLB,Sammy Brown,00-0029148,
2012,JAX,WR,Mike Brown,00-0029155,
2012,SEA,WR,Jermaine Kearse,00-0029159,Washington
2012,SF,DE,Tony Jerod-Eddie,00-0029165,Texas A&M
2012,BUF,C,David Snow,00-0029166,
2012,NO,DB,A.J. Davis,00-0029167,
2012,TB,TE,Danny Noble,00-0029183,
2012,GB,G,Don Barclay,00-0029187,West Virginia
2012,SEA,DB,DeShawn Shead,00-0029191,Portland State
2012,SEA,DE,Bruce Irvin,00-0029193,West Virginia
2012,TEN,DT,DaJohn Harris,00-0029195,
2012,GB,SS,Sean Richardson,00-0029201,Vanderbilt
2012,PIT,T,Mike Adams,00-0029202,Ohio State
2012,LAC,C,David Molk,00-0029203,Michigan
2012,JAX,WR,Toney Clemons,00-0029204,
2012,NO,RB,Travaris Cadet,00-0029205,Appalachian State
2012,NO,DB,Jerico Nelson,00-0029207,
2012,NO,DT,Tyrunn Walker,00-0029208,Tulsa
2012,DET,WR,Ryan Broyles,00-0029209,
2012,DET,DE,Ronnell Lewis,00-0029210,
2012,GB,FS,Jerron McMillian,00-0029211,
2012,DET,OLB,Tahir Whitehead,00-0029212,Temple
2012,CIN,FS,George Iloka,00-0029215,Boise State
2012,DET,CB,Jonte Green,00-0029216,
2012,DET,MLB,Travis Lewis,00-0029217,Oklahoma
2012,PIT,TE,David Paulson,00-0029218,
2012,NYG,DB,Terrence Frederick,00-0029220,
2012,DET,QB,Kellen Moore,00-0029234,Boise State
2012,NE,RB,Brandon Bolden,00-0029239,Mississippi
2012,NE,DT,Marcus Forston,00-0029240,
2012,NE,DT,Justin Francis,00-0029241,
2012,NE,T,Markus Zusevics,00-0029244,
2012,CAR,OLB,Luke Kuechly,00-0029248,Boston College
2012,LAC,OLB,Melvin Ingram,00-0029249,South Carolina
2012,CHI,DE,Shea McClellin,00-0029250,Boise State
2012,NYG,RB,David Wilson,00-0029251,
2012,BLT,DE,Courtney Upshaw,00-0029252,Alabama
2012,CLV,T,Mitchell Schwartz,00-0029253,California
2012,CAR,G,Amini Silatolu,00-0029254,Midwestern State
2012,SEA,MLB,Bobby Wagner,00-0029255,Utah State
2012,LAC,DE,Kendall Reyes,00-0029256,Connecticut
2012,GB,DE,Jerel Worthy,00-0029257,Michigan State
2012,CIN,DT,Devon Still,00-0029258,Penn State
2012,BLT,T,Kelechi Osemele,00-0029259,Iowa State
2012,SF,RB,LaMichael James,00-0029260,Oregon
2012,GB,CB,Casey Hayward,00-0029261,Vanderbilt
2012,NYG,WR,Rueben Randle,00-0029262,LSU
2012,SEA,QB,Russell Wilson,00-0029263,Wisconsin
2012,BLT,RB,Bernard Pierce,00-0029264,Temple
2012,DET,CB,Dwight Bentley,00-0029265,Louisiana-Lafayette
2012,CLV,DT,John Hughes,00-0029266,Cincinnati
2012,NYG,CB,Jayron Hosley,00-0029267,Virginia Tech
2012,BLT,G,Gino Gradkowski,00-0029268,Delaware
2012,CLV,WR,Travis Benjamin,00-0029269,Miami
2012,CAR,DE,Frank Alexander,00-0029270,Oklahoma
2012,CAR,WR,Joe Adams,00-0029271,
2012,BUF,OLB,Nigel Bradham,00-0029272,Florida State
2012,SEA,RB,Robert Turbin,00-0029273,Utah State
2012,KC,WR,Devon Wylie,00-0029274,
2012,LAC,TE,Ladarius Green,00-0029275,Louisiana-Lafayette
2012,CHI,FB,Evan Rodriguez,00-0029276,
2012,SEA,DT,Jaye Howard,00-0029277,Florida
2012,SF,G,Joe Looney,00-0029278,Wake Forest
2012,CLV,OLB,James-Michael Johnson,00-0029279,
2012,BUF,DB,Ron Brooks,00-0029280,LSU
2012,NYG,TE,Adrien Robinson,00-0029281,
2012,BLT,FS,Christian Thompson,00-0029282,
2012,GB,DE,Mike Daniels,00-0029284,Iowa
2012,CAR,CB,Josh Norman,00-0029285,Coastal Carolina
2012,CLV,OLB,Tank Carder,00-0029287,Texas Christian
2012,CLV,T,Ryan Miller,00-0029290,
2012,GB,ILB,Terrell Manning,00-0029291,North Carolina State
2012,CIN,WR,Marvin Jones,00-0029293,California
2012,BLT,CB,Asa Jackson,00-0029294,Cal Poly-S.L.O.
2012,SEA,CB,Jeremy Lane,00-0029295,Northwestern State-Louisiana
2012,MIN,G,Mark Asper,00-0029296,
2012,JAX,G,Mark Asper,00-0029296,
2012,SF,DB,Trenton Robinson,00-0029297,
2012,KC,RB,Cyrus Gray,00-0029298,
2012,CLV,DT,Billy Winn,00-0029303,Boise State
2012,CAR,P,Brad Nortman,00-0029304,Wisconsin
2012,CAR,SS,D.J. Campbell,00-0029305,
2012,JAX,DT,Jerome Long,00-0029306,
2012,SEA,DE,Greg Scruggs,00-0029308,Louisville
2012,BLT,DE,DeAngelo Tyson,00-0029309,
2012,SF,LB,Cam Johnson,00-0029310,Virginia
2012,KC,WR,Junior Hemingway,00-0029311,
2012,NYG,DT,Markus Kuhn,00-0029312,
2012,CLV,CB,Trevin Wade,00-0029314,Arizona
2012,CLV,RB,Brad Smelley,00-0029315,
2012,PIT,G,Kelvin Beachum,00-0029316,Southern Methodist
2012,LAC,RB,Edwin Baker,00-0029317,
2012,BUF,K,John Potter,00-0029318,
2012,KC,WR,Josh Bellamy,00-0029319,Louisville
2012,KC,FS,Tysyn Hartman,00-0029324,
2012,KC,DB,Neiko Thorpe,00-0029329,Auburn
2012,CHI,T,James Brown,00-0029332,
2012,CLV,DT,Ronnie Cameron,00-0029333,
2012,CHI,FS,Jeremy Jones,00-0029338,
2012,ARZ,WR,Laron Byrd,00-0029343,
2012,ARZ,LB,Zack Nash,00-0029349,
2012,SEA,G,Rishaw Johnson,00-0029354,
2012,ARZ,C,Scott Wedige,00-0029356,
2012,KC,RB,Nate Eachus,00-0029358,
2012,TB,WR,David Douglas,00-0029361,
2012,NYG,DE,Adewale Ojomo,00-0029366,
2012,BLT,DB,Omar Brown,00-0029372,
2012,CLV,DT,Ishmaa'ily Kitchen,00-0029378,
2012,BLT,RB,Bobby Rainey,00-0029384,Western Kentucky
2012,BLT,WR,Deonte Thompson,00-0029388,Florida
2012,SEA,TE,Sean McGrath,00-0029391,Henderson State
2012,CAR,DT,Nate Chandler,00-0029400,UCLA
2012,NYG,FS,Will Hill,00-0029407,Florida
2012,GB,OLB,Nick Perry,00-0029408,USC
2012,PHI,OLB,Mychal Kendricks,00-0029409,California
2012,NE,SS,Tavon Wilson,00-0029410,Illinois
2012,ATL,G,Peter Konz,00-0029411,
2012,PHI,DE,Vinny Curry,00-0029412,Marshall
2012,HST,C,Ben Jones,00-0029413,Georgia
2012,CIN,TE,Orson Charles,00-0029414,Georgia
2012,HST,WR,Keshawn Martin,00-0029415,Michigan State
2012,PHI,CB,Brandon Boykin,00-0029416,Georgia
2012,HST,DE,Jared Crick,00-0029417,Nebraska
2012,TB,OLB,Najee Goode,00-0029418,West Virginia
2012,PHI,T,Dennis Kelly,00-0029419,Purdue
2012,TB,FS,Keith Tandy,00-0029422,West Virginia
2012,ATL,FS,Charles Mitchell,00-0029423,
2012,PHI,WR,Marvin McNutt,00-0029424,
2012,SL,RB,Terrance Ganaway,00-0029427,
2012,PHI,RB,Bryce Brown,00-0029429,Kansas State
2012,ATL,DT,Travian Robertson,00-0029430,
2012,PHI,WR,Damaris Johnson,00-0029435,Tulsa
2012,PHI,RB,Chris Polk,00-0029438,Washington
2012,PHI,TE,Emil Igwenagu,00-0029440,
2012,LV,RB,Jeremy Stewart,00-0029441,
2012,LAC,DB,Sean Cattouse,00-0029451,
2012,LAC,DB,Greg Gatson,00-0029454,
2012,LV,LS,Nick Guess,00-0029455,
2012,LAC,T,Mike Harris,00-0029457,UCLA
2012,MIA,DB,DeAndre Presley,00-0029463,
2012,LAC,WR,Mike Willie,00-0029464,
2012,CIN,LB,Emmanuel Lamur,00-0029479,Kansas State
2012,DAL,DT,Ben Bass,00-0029491,
2012,LV,RB,Jamize Olawale,00-0029492,North Texas
2012,CHI,P,Ryan Quigley,00-0029493,Boston College
2012,CHI,WR,Joe Anderson,00-0029494,
2012,SEA,DT,Hebron Fangupo,00-0029508,
2012,PIT,DT,Hebron Fangupo,00-0029508,
2012,NYJ,RB,Jonathan Grimes,00-0029510,William & Mary
2012,JAX,RB,Jonathan Grimes,00-0029510,William & Mary
2012,HST,RB,Jonathan Grimes,00-0029510,William & Mary
2012,JAX,WR,Jerrell Jackson,00-0029511,
2012,PHI,T,Nate Menkin,00-0029518,
2012,HST,DB,Eddie Pleasant,00-0029520,Oregon
2012,HST,G,Cody White,00-0029522,
2012,KC,G,Jeff Allen,00-0029524,Illinois
2012,LAC,SS,Brandon Taylor,00-0029525,
2012,ATL,T,Lamar Holmes,00-0029527,Southern Mississippi
2012,ARZ,T,Bobby Massie,00-0029528,Mississippi
2012,TEN,CB,Coty Sensabaugh,00-0029529,Clemson
2012,ARZ,FS,Justin Bethel,00-0029530,Presbyterian
2012,ARZ,QB,Ryan Lindley,00-0029531,San Diego State
2012,KC,G,Rich Ranglin,00-0029540,
2012,BUF,CB,Stephon Gilmore,00-0029542,South Carolina
2012,KC,T,Donald Stephenson,00-0029543,Oklahoma
2012,TEN,DT,Mike Martin,00-0029544,
2012,WAS,ILB,Keenan Robinson,00-0029545,Texas
2012,ARZ,G,Senio Kelemete,00-0029546,Washington
2012,IND,RB,Vick Ballard,00-0029547,Mississippi State
2012,IND,WR,LaVon Brazill,00-0029548,
2012,ARZ,T,Nate Potter,00-0029551,
2012,NYJ,DB,Antonio Allen,00-0029553,South Carolina
2012,IND,QB,Chandler Harnish,00-0029554,
2012,NYJ,DE,Quinton Coples,00-0029559,
2012,CIN,CB,Dre Kirkpatrick,00-0029560,Alabama
2012,BUF,T,Cordy Glenn,00-0029561,Georgia
2012,TB,OLB,Lavonte David,00-0029562,Nebraska
2012,DEN,CB,Omar Bolden,00-0029563,Arizona State
2012,TEN,OLB,Zach Brown,00-0029566,North Carolina
2012,PHI,QB,Nick Foles,00-0029567,Arizona
2012,DEN,DE,Malik Jackson,00-0029568,Tennessee
2012,NE,SS,Nate Ebner,00-0029570,Ohio State
2012,MIA,DT,Kheeston Randall,00-0029571,
2012,MIN,WR,Jarius Wright,00-0029572,Arkansas
2012,IND,NT,Josh Chapman,00-0029574,
2012,MIN,SS,Robert Blanton,00-0029575,Notre Dame
2012,MIN,K,Blair Walsh,00-0029576,Georgia
2012,DEN,OLB,Danny Trevathan,00-0029577,Kentucky
2012,MIN,MLB,Audie Cole,00-0029578,North Carolina State
2012,MIA,WR,Rishard Matthews,00-0029580,Nevada
2012,IND,LB,Jerry Brown,00-0029584,
2012,NE,DE,Chandler Jones,00-0029585,Syracuse
2012,DEN,DE,Derek Wolfe,00-0029586,Cincinnati
2012,MIN,TE,Rhett Ellison,00-0029587,USC
2012,CIN,RB,Dan Herron,00-0029588,
2012,TEN,DE,Scott Solomon,00-0029589,Rice
2012,TEN,TE,Taylor Thompson,00-0029590,
2012,CIN,G,Kevin Zeitler,00-0029592,Wisconsin
2012,MIA,T,Jonathan Martin,00-0029593,
2012,MIA,LB,Josh Kaddu,00-0029595,Oregon
2012,NE,CB,Alfonzo Dennard,00-0029596,
2012,BLT,K,Justin Tucker,00-0029597,Texas
2012,JAX,DE,Andre Branch,00-0029600,Clemson
2012,WAS,QB,Kirk Cousins,00-0029604,Michigan State
2012,MIN,FS,Harrison Smith,00-0029606,Notre Dame
2012,NYJ,ILB,Demario Davis,00-0029607,Arkansas State
2012,IND,WR,T.Y. Hilton,00-0029608,Florida International
2012,DEN,C,Philip Blake,00-0029609,
2012,JAX,CB,Mike Harris,00-0029610,
2012,SL,RB,Daryl Richardson,00-0029612,Abilene Christian
2012,TB,RB,Doug Martin,00-0029613,Boise State
2012,SL,WR,Chris Givens,00-0029614,
2012,MIA,RB,Lamar Miller,00-0029615,Miami
2012,SL,G,Rokevious Watkins,00-0029616,
2012,ATL,DE,Jonathan Massaquoi,00-0029617,
2012,MIA,FB,Jorvorskie Lane,00-0029619,Texas A&M
2012,JAX,OLB,Brandon Marshall,00-0029620,Nevada
2012,SL,K,Greg Zuerlein,00-0029621,Missouri Western
2012,JAX,DT,Jeris Pendleton,00-0029622,
2012,SL,RB,Isaiah Pead,00-0029626,
2012,LV,DE,Jack Crawford,00-0029627,Penn State
2012,LV,NT,Christo Bilukidi,00-0029628,
2012,SL,DT,Michael Brockers,00-0029630,Louisiana State
2012,LV,OLB,Miles Burris,00-0029631,
2012,CIN,WR,Mohamed Sanu,00-0029632,Rutgers
2012,DAL,TE,James Hanna,00-0029634,Oklahoma
2012,ARZ,WR,Michael Floyd,00-0029638,Notre Dame
2012,ARZ,CB,Jamell Fleming,00-0029639,
2012,SL,WR,Brian Quick,00-0029640,Appalachian State
2012,DAL,DT,Tyrone Crawford,00-0029641,Boise State
2012,NYJ,WR,Jordan White,00-0029642,
2012,HST,OLB,Whitney Mercilus,00-0029643,Illinois
2012,PHI,LB,Ryan Rau,00-0029645,
2012,NE,DE,Jake Bequette,00-0029646,
2012,DAL,OLB,Kyle Wilber,00-0029647,Wake Forest
2012,DAL,FS,Matt Johnson,00-0029648,
2012,PHI,DT,Fletcher Cox,00-0029653,Mississippi State
2012,SF,WR,A.J. Jenkins,00-0029654,
2012,NO,DT,Akiem Hicks,00-0029657,"Regina, Can."
2012,NO,CB,Corey White,00-0029658,Samford
2012,BUF,WR,T.J. Graham,00-0029660,North Carolina State
